d	date	day_of_week	cnt	w	dateY	dofw	sp	diao	ifworkday
2015-08-21	839	5	1893.0	137	2015-08-21	5.0			0.0
2015-08-22	840	6	227.0	137	2015-08-22	6.0			1.0
2015-08-23	841	7	24.0	137	2015-08-23	7.0			1.0
2015-08-24	842	1	2270.0	138	2015-08-24	1.0			0.0
2015-08-25	843	2	2200.0	138	2015-08-25	2.0			0.0
2015-08-26	844	3	1738.0	138	2015-08-26	3.0			0.0
2015-08-27	845	4	1327.0	138	2015-08-27	4.0			0.0
2015-08-28	846	5	1254.0	138	2015-08-28	5.0			0.0
2015-08-29	847	6	498.0	138	2015-08-29	6.0			1.0
2015-08-30	848	7	20.0	138	2015-08-30	7.0			1.0
2015-08-31	849	1	2616.0	139	2015-08-31	1.0			0.0
2015-09-01	850	2	2477.0	139	2015-09-01	2.0			0.0
2015-09-02	851	3	2305.0	139	2015-09-02	3.0			0.0
2015-09-03	852	4	12.0	139	2015-09-03	4.0	1.0	1.0	1.0
2015-09-06	853	7	3354.0	139	2015-09-06	7.0	0.0	1.0	0.0
2015-09-07	854	1	1800.0	140	2015-09-07	1.0			0.0
2015-09-08	855	2	2684.0	140	2015-09-08	2.0			0.0
2015-09-09	856	3	1475.0	140	2015-09-09	3.0			0.0
2015-09-10	857	4	1783.0	140	2015-09-10	4.0			0.0
2015-09-11	858	5	1625.0	140	2015-09-11	5.0			0.0
2015-09-12	859	6	309.0	140	2015-09-12	6.0			1.0
2015-09-14	860	1	1990.0	141	2015-09-14	1.0			0.0
2015-09-15	861	2	2256.0	141	2015-09-15	2.0			0.0
2015-09-16	862	3	2032.0	141	2015-09-16	3.0			0.0
2015-09-17	863	4	1183.0	141	2015-09-17	4.0			0.0
2015-09-18	864	5	1565.0	141	2015-09-18	5.0			0.0
2015-09-19	865	6	254.0	141	2015-09-19	6.0			1.0
2015-09-21	866	1	1983.0	142	2015-09-21	1.0			0.0
2015-09-22	867	2	2445.0	142	2015-09-22	2.0			0.0
2015-09-23	868	3	2312.0	142	2015-09-23	3.0			0.0
2015-09-24	869	4	1510.0	142	2015-09-24	4.0			0.0
2015-09-25	870	5	2380.0	142	2015-09-25	5.0			0.0
2015-09-26	871	6	61.0	142	2015-09-26	6.0	1.0		1.0
2015-09-28	872	1	3279.0	143	2015-09-28	1.0			0.0
2015-09-29	873	2	3804.0	143	2015-09-29	2.0			0.0
2015-09-30	874	3	3046.0	143	2015-09-30	3.0			0.0
2015-10-02	875	5	13.0	143	2015-10-02	5.0	1.0	1.0	1.0
2015-10-04	876	7	15.0	143	2015-10-04	7.0	1.0		1.0
2015-10-07	877	3	88.0	144	2015-10-07	3.0	1.0	1.0	1.0
2015-10-08	878	4	4354.0	144	2015-10-08	4.0			0.0
2015-10-09	879	5	3418.0	144	2015-10-09	5.0			0.0
2015-10-10	880	6	2489.0	144	2015-10-10	6.0	0.0	1.0	0.0
2015-10-12	881	1	2584.0	145	2015-10-12	1.0			0.0
2015-10-13	882	2	3546.0	145	2015-10-13	2.0			0.0
2015-10-14	883	3	2458.0	145	2015-10-14	3.0			0.0
2015-10-15	884	4	2065.0	145	2015-10-15	4.0			0.0
2015-10-16	885	5	1816.0	145	2015-10-16	5.0			0.0
2015-10-17	886	6	263.0	145	2015-10-17	6.0			1.0
2015-10-18	887	7	28.0	145	2015-10-18	7.0			1.0
2015-10-19	888	1	2407.0	146	2015-10-19	1.0			0.0
2015-10-20	889	2	3639.0	146	2015-10-20	2.0			0.0
2015-10-21	890	3	2551.0	146	2015-10-21	3.0			0.0
2015-10-22	891	4	1925.0	146	2015-10-22	4.0			0.0
2015-10-23	892	5	1989.0	146	2015-10-23	5.0			0.0
2015-10-24	893	6	181.0	146	2015-10-24	6.0			1.0
2015-10-26	894	1	2569.0	147	2015-10-26	1.0			0.0
2015-10-27	895	2	2019.0	147	2015-10-27	2.0			0.0
2015-10-28	896	3	1900.0	147	2015-10-28	3.0			0.0
2015-10-29	897	4	1180.0	147	2015-10-29	4.0			0.0
2015-10-30	898	5	1886.0	147	2015-10-30	5.0			0.0
2015-10-31	899	6	322.0	147	2015-10-31	6.0			1.0
2015-11-02	900	1	2615.0	148	2015-11-02	1.0			0.0
2015-11-03	901	2	2594.0	148	2015-11-03	2.0			0.0
2015-11-04	902	3	1760.0	148	2015-11-04	3.0			0.0
2015-11-05	903	4	1590.0	148	2015-11-05	4.0			0.0
2015-11-06	904	5	1994.0	148	2015-11-06	5.0			0.0
2015-11-07	905	6	409.0	148	2015-11-07	6.0			1.0
2015-11-08	906	7	24.0	148	2015-11-08	7.0			1.0
2015-11-09	907	1	3017.0	149	2015-11-09	1.0			0.0
2015-11-10	908	2	2538.0	149	2015-11-10	2.0			0.0
2015-11-11	909	3	2019.0	149	2015-11-11	3.0			0.0
2015-11-12	910	4	1667.0	149	2015-11-12	4.0			0.0
2015-11-13	911	5	1876.0	149	2015-11-13	5.0			0.0
2015-11-14	912	6	498.0	149	2015-11-14	6.0			1.0
2015-11-16	913	1	2237.0	150	2015-11-16	1.0			0.0
2015-11-17	914	2	2268.0	150	2015-11-17	2.0			0.0
2015-11-18	915	3	1898.0	150	2015-11-18	3.0			0.0
2015-11-19	916	4	1870.0	150	2015-11-19	4.0			0.0
2015-11-20	917	5	2174.0	150	2015-11-20	5.0			0.0
2015-11-21	918	6	540.0	150	2015-11-21	6.0			1.0
2015-11-23	919	1	2397.0	151	2015-11-23	1.0			0.0
2015-11-24	920	2	1947.0	151	2015-11-24	2.0			0.0
2015-11-25	921	3	2057.0	151	2015-11-25	3.0			0.0
2015-11-26	922	4	1860.0	151	2015-11-26	4.0			0.0
2015-11-27	923	5	2270.0	151	2015-11-27	5.0			0.0
2015-11-28	924	6	409.0	151	2015-11-28	6.0			1.0
2015-11-30	925	1	3666.0	152	2015-11-30	1.0			0.0
2015-12-01	926	2	2535.0	152	2015-12-01	2.0			0.0
2015-12-02	927	3	2063.0	152	2015-12-02	3.0			0.0
2015-12-03	928	4	1497.0	152	2015-12-03	4.0			0.0
2015-12-04	929	5	2170.0	152	2015-12-04	5.0			0.0
2015-12-05	930	6	312.0	152	2015-12-05	6.0			1.0
2015-12-07	931	1	2228.0	153	2015-12-07	1.0			0.0
2015-12-08	932	2	2098.0	153	2015-12-08	2.0			0.0
2015-12-09	933	3	2725.0	153	2015-12-09	3.0			0.0
2015-12-10	934	4	1491.0	153	2015-12-10	4.0			0.0
2015-12-11	935	5	2140.0	153	2015-12-11	5.0			0.0
2015-12-12	936	6	450.0	153	2015-12-12	6.0			1.0
2015-12-14	937	1	2057.0	154	2015-12-14	1.0			0.0
2015-12-15	938	2	2181.0	154	2015-12-15	2.0			0.0
2015-12-16	939	3	2339.0	154	2015-12-16	3.0			0.0
2015-12-17	940	4	1414.0	154	2015-12-17	4.0			0.0
2015-12-18	941	5	2924.0	154	2015-12-18	5.0			0.0
2015-12-19	942	6	482.0	154	2015-12-19	6.0			1.0
2015-12-21	943	1	1611.0	155	2015-12-21	1.0			0.0
2015-12-22	944	2	2771.0	155	2015-12-22	2.0			0.0
2015-12-23	945	3	3477.0	155	2015-12-23	3.0			0.0
2015-12-24	946	4	1565.0	155	2015-12-24	4.0			0.0
2015-12-25	947	5	2158.0	155	2015-12-25	5.0			0.0
2015-12-26	948	6	800.0	155	2015-12-26	6.0			1.0
2015-12-27	949	7	15.0	155	2015-12-27	7.0			1.0
2015-12-28	950	1	2555.0	156	2015-12-28	1.0			0.0
2015-12-29	951	2	1839.0	156	2015-12-29	2.0			0.0
2015-12-30	952	3	2331.0	156	2015-12-30	3.0			0.0
2015-12-31	953	4	772.0	156	2015-12-31	4.0			0.0
2016-01-01	954	5	70.0	156	2016-01-01	5.0	1.0	1.0	1.0
2016-01-02	955	6	33.0	156	2016-01-02	6.0	1.0		1.0
2016-01-04	956	1	6421.0	157	2016-01-04	1.0			0.0
2016-01-05	957	2	7069.0	157	2016-01-05	2.0			0.0
2016-01-06	958	3	5017.0	157	2016-01-06	3.0			0.0
2016-01-07	959	4	3192.0	157	2016-01-07	4.0			0.0
2016-01-08	960	5	4838.0	157	2016-01-08	5.0			0.0
2016-01-09	961	6	1063.0	157	2016-01-09	6.0			1.0
2016-01-11	962	1	5227.0	158	2016-01-11	1.0			0.0
2016-01-12	963	2	3848.0	158	2016-01-12	2.0			0.0
2016-01-13	964	3	3631.0	158	2016-01-13	3.0			0.0
2016-01-14	965	4	1899.0	158	2016-01-14	4.0			0.0
2016-01-15	966	5	2978.0	158	2016-01-15	5.0			0.0
2016-01-16	967	6	657.0	158	2016-01-16	6.0			1.0
2016-01-18	968	1	3859.0	159	2016-01-18	1.0			0.0
2016-01-19	969	2	4572.0	159	2016-01-19	2.0			0.0
2016-01-20	970	3	3687.0	159	2016-01-20	3.0			0.0
2016-01-21	971	4	2851.0	159	2016-01-21	4.0			0.0
2016-01-22	972	5	2644.0	159	2016-01-22	5.0			0.0
2016-01-23	973	6	429.0	159	2016-01-23	6.0			1.0
2016-01-25	974	1	3637.0	160	2016-01-25	1.0			0.0
2016-01-26	975	2	3865.0	160	2016-01-26	2.0			0.0
2016-01-27	976	3	3499.0	160	2016-01-27	3.0			0.0
2016-01-28	977	4	2374.0	160	2016-01-28	4.0			0.0
2016-01-29	978	5	3880.0	160	2016-01-29	5.0			0.0
2016-01-30	979	6	755.0	160	2016-01-30	6.0			1.0
2016-02-01	980	1	5594.0	161	2016-02-01	1.0			0.0
2016-02-02	981	2	5592.0	161	2016-02-02	2.0			0.0
2016-02-03	982	3	4690.0	161	2016-02-03	3.0			0.0
2016-02-04	983	4	4243.0	161	2016-02-04	4.0			0.0
2016-02-05	984	5	4763.0	161	2016-02-05	5.0			0.0
2016-02-06	985	6	1564.0	161	2016-02-06	6.0	0.0	1.0	0.0
2016-02-11	986	4	24.0	162	2016-02-11	4.0	1.0	1.0	1.0
2016-02-14	987	7	3664.0	162	2016-02-14	7.0	0.0	1.0	0.0
2016-02-15	988	1	3610.0	163	2016-02-15	1.0			0.0
2016-02-16	989	2	5537.0	163	2016-02-16	2.0			0.0
2016-02-17	990	3	3369.0	163	2016-02-17	3.0			0.0
2016-02-18	991	4	3054.0	163	2016-02-18	4.0			0.0
2016-02-19	992	5	2735.0	163	2016-02-19	5.0			0.0
2016-02-20	993	6	780.0	163	2016-02-20	6.0			1.0
2016-02-22	994	1	3037.0	164	2016-02-22	1.0			0.0
2016-02-23	995	2	3315.0	164	2016-02-23	2.0			0.0
2016-02-24	996	3	2221.0	164	2016-02-24	3.0			0.0
2016-02-25	997	4	1541.0	164	2016-02-25	4.0			0.0
2016-02-26	998	5	1883.0	164	2016-02-26	5.0			0.0
2016-02-27	999	6	564.0	164	2016-02-27	6.0			1.0
2016-02-29	1000	1	2525.0	165	2016-02-29	1.0			0.0
2016-03-01	1001	2	2627.0	165	2016-03-01	2.0			0.0
2016-03-02	1002	3	2374.0	165	2016-03-02	3.0			0.0
2016-03-03	1003	4	1618.0	165	2016-03-03	4.0			0.0
2016-03-04	1004	5	2259.0	165	2016-03-04	5.0			0.0
2016-03-05	1005	6	426.0	165	2016-03-05	6.0			1.0
2016-03-07	1006	1	2203.0	166	2016-03-07	1.0			0.0
2016-03-08	1007	2	2344.0	166	2016-03-08	2.0			0.0
2016-03-09	1008	3	2392.0	166	2016-03-09	3.0			0.0
2016-03-10	1009	4	1870.0	166	2016-03-10	4.0			0.0
2016-03-11	1010	5	1772.0	166	2016-03-11	5.0			0.0
2016-03-12	1011	6	610.0	166	2016-03-12	6.0			1.0
2016-03-14	1012	1	2437.0	167	2016-03-14	1.0			0.0
2016-03-15	1013	2	2326.0	167	2016-03-15	2.0			0.0
2016-03-16	1014	3	1954.0	167	2016-03-16	3.0			0.0
2016-03-17	1015	4	1569.0	167	2016-03-17	4.0			0.0
2016-03-18	1016	5	1777.0	167	2016-03-18	5.0			0.0
2016-03-19	1017	6	442.0	167	2016-03-19	6.0			1.0
2016-03-21	1018	1	2476.0	168	2016-03-21	1.0			0.0
2016-03-22	1019	2	1934.0	168	2016-03-22	2.0			0.0
2016-03-23	1020	3	2048.0	168	2016-03-23	3.0			0.0
2016-03-24	1021	4	1586.0	168	2016-03-24	4.0			0.0
2016-03-25	1022	5	2268.0	168	2016-03-25	5.0			0.0
2016-03-26	1023	6	506.0	168	2016-03-26	6.0			1.0
2016-03-28	1024	1	3439.0	169	2016-03-28	1.0			0.0
2016-03-29	1025	2	3208.0	169	2016-03-29	2.0			0.0
2016-03-30	1026	3	2277.0	169	2016-03-30	3.0			0.0
2016-03-31	1027	4	2144.0	169	2016-03-31	4.0			0.0
2016-04-01	1028	5	2519.0	169	2016-04-01	5.0			0.0
2016-04-02	1029	6	195.0	169	2016-04-02	6.0	1.0		1.0
2016-04-05	1030	2	4003.0	170	2016-04-05	2.0			0.0
2016-04-06	1031	3	2513.0	170	2016-04-06	3.0			0.0
2012-12-30	1032	4	1306.0	170					
